idx,English,Darija,MSA
13788,"How do you like this idea? We accept your condition, which stipulates a prior notice period of six months, provided that you grant us the right to sell for a period of six months after termination of the contract.",كي جاتك الفكرة؟ احنا كنقبلو طلب الإشعاربست شهور اللي درتي بلحاق بشرط أنك تعطينا الحق فالبيع ست شهور من بعد ما يتسالا العقد.,كيف تحب هذه الفكرة ؟ نحن نقبل بشرطك الذي ينص على فترة بلاغ مسبق قدرها ستة اشهر شريطة أن تمنحنا الحق بالبيع لمدة ستة أشهر بعد إنهاء العقد .
13793,When is the next flight to Los Angeles?,وقتاش الرحلة الجاية للوس أنجلوس؟,متى الرحلة القادمة إلى لوس أنجلوس ؟
13796,"I would like the non-smoking section, please.",منطقة ممنوع التدخين، عافاك.,"أريد قسم غير المدخنين , من فضلك ."
13800,I will faint.,أنا غادي نسخف.,سوف يغشى علىّ .
13801,Where was it made?,فين اتصناع؟,أين صنعت ؟
13803,Sorry . Do you know New York well?,اسمح ليا. واش كتعرف مزيان نيويورك؟,معذرة . هل تعرف نيويورك جيدا ؟
13806,The cost of collision insurance is five dollars more per day. Do you want it?,تأمين الاصطدام راه خمسة دولار إضافية يوميا، بغيتيه؟,كلفة تأمين الاصطدام خمسة دولارات زيادة لليوم الواحد ، هل تريده ؟
13810,I want to take skating lessons.,بغيت ناخد دروس فالتزلج.,أريد أن أخذ دروساً في التزلج .
13812,A man took my money.,واحد الراجل اخدا ليا فلوسي.,أخذ رجل نقودي .
13813,What are they eating?,اشنو كياكلو؟,ما هذا الذي يأكلونه ؟
13814,"I would like a calculator, please.",بغيت واحد الآلة الحاسبة، عافاك.,أريد آلة حاسبة ، من فضلك .
13815,"Give me a carton of Marlboro cigarettes, please.",واحد الباكية دمالبورو، عافاك.,اعطني كرتونة سجائر مارلبورو ، من فضلك .
13816,Where is the boarding gate? B . bad . One zero one?,فين هي البوابة دالركوب لإي بي سي واحد زيرو واحد؟,أين بوابة الركوب ايه . ب . سي . واحد صفر واحد ؟
13817,"He's a desirable person, isn't he?",راه داير البوز، ياك؟,إنه شخص مرغوب ، أليس كذلك ؟
13820,"Excuse me, which way are we on?",اسمح ليا، فشمن شارع غاديين احنا؟,عفوا ، في أي طريق نحن ؟
13821,Can I get a receipt?,نقدر ناخد التوصيل؟,هل يمكن أن أخذ إيصال ؟
13822,Which foundation cream matches my natural skin tone?,اشمن كريم الأساس يوالم اللون الطبيعي دلبشرة ديالي؟,أي كريم للأساس ينسجم مع لون بشرتي الطبيعي ؟
13823,"You're not Chinese, are you?",انتا ماشي صيني، ياك؟,أنت لست صينيا ، أليس كذلك ؟
13824,We shall wait . Please contact us when you are ready.,احنا كنتسناو. عافاك اتصل بينا منين تكون واجد.,سوف ننتظر . من فضلك اتصل بنا عندما تكون مستعداً .
13825,It's next on the road.,راه هو اللي من بعد.,أنه التالي على الطريق .
13826,Can I order this from Japan after I come back?,يمكن لي نطلب هادا من اليابان من بعد ما نرجع؟,هل يمكنني أن أطلب هذا من اليابان بعد أن أعود ؟
13827,I would like to visit a surgeon.,بغيت نشوف شي طبيب جراح.,أود زيارة جراح .
13828,Are these natural ingredients?,واش هادي مكونات طبيعية؟,هل هذه مكونات طبيعية ؟
13829,Do you like to be exempt from customs?,واش بغيتي داك الشي يكون معفي من الضرائب؟,هل تحب أن يكون معفى من الجمارك ؟
13830,I want to use the safe in my room.,بغيت نستعمل الخزنة دالغرفة ديالي.,أريد استخدام الخزنة التي في غرفتي .
13831,I want to ride in a sports car.,بغيت نركب فشي طوموبيلة رياضية.,أريد أن أركب في سيارة رياضية .
13834,"The small bar is empty. Can you put a beer in it, please?",الميني بار خاوي. تقدر تزيد تحط فيه البيرة، عافاك؟,إن البار الصغير فارغ . هل تستطيع وضع بيرة فيه ، من فضلك ؟
13835,Newspapers do not mind reminding their readers that December 2nd is “the day the war began.”,"الجرائد ما كتهتمشي تذكر القراء باللي تمنية دجنبر""كان هو اليوم اللي اعلنا فيه الحرب"".","إن الجرائد لا تمانع في أن تذكر قرائها يوم الثاني من ديسمبر بأنّه "" اليوم الذي بدأت الحرب فيه "" ."
13836,I want to open a deposit account in this bank.,بغيت نفتح حساب إيداع فهاد البنكة.,أريد فتح حساب إيداع بهذا البنك .
13837,Good . When will the match be held?,واخا. وقتاش غادي تكون المباراة؟,حسناً . متى ستقام المباراة ؟
13838,You are very kind. I didn't know what to do.,انتا راك ضريف بزاف. ماكنتش عارف اشنو ندير.,أنت طيب للغاية . لم أكن أعرف ماذا أفعل .
13840,I want to rent a bike.,بغيت نكري شي بشكليطة.,أريد استئجار دراجة .
13841,In which section is this seat located?,فآشمن منطقة كاين هاد المقعد؟,في أي قسم يقع هذا المقعد ؟
13843,The area code is zero three. The number is three one two three four five six seven.,كود التلفون دالمنطقة هو زيرو تلاتة. الرقم هو تلاتة واحد جوج تلاتة ربعة خمسة ستة سبعة.,كود المنطقة هو صفر ثلاثة . والرقم هو ثلاثة واحد اثنان ثلاثة أربعة خمسة ستة سبعة .
13844,"When, sir?",فاشمن وقت، أسيدي؟,متى ، يا سيدي ؟
13845,Is this all the luggage on the flight two three three?,واش هادو هوما الأمتعة كلهوم ديال الرحلة الجوية جوج تلاتة تلاتة؟,هل هذه هي كل الأمتعة في الرحلة اثنان ثلاثة ثلاثة ؟
13846,I am sick . Can you call the doctor for me?,أنا مريض. تقدر تتصل ليا بالطبيب؟,إنني مريض . هل يمكن أن تستدعي الطبيب لي ؟
13848,There is no soap in my room.,ماكايناش الصابونة فالغرفة ديالي.,لا يوجد صابون في غرفتي .
13849,This is a tip for you.,هاهو البقشيش ديالك.,هذا بقشيش لك .
13851,May I know your name?,نقدر نسولك على اسميتك؟,هل لي أن أعرف اسمك ؟
13854,He caught a cold.,تعادا بالبرد.,لقد أصيب ببرد .
13855,No thank you . I'm just watching.,لا، شكرا ليك. أنا غير كنشوف هنا.,لا ، شكراً . إنني أتفرج فقط .
13856,The best thing is a mini cylinder.,واحدة سوبكومباكت غادي تكون احسن.,أفضل شيء هو اسطوانة مصغرة .
13857,Can I see your plane ticket? I mean the ride card.,يمكن لي نشوف تذكرة الطيران ديالك؟ كنعني بطاقة الركوب.,هل يمكن أن أرى تذكرة الطائرة الخاصة بك ؟ أعني بطاقة الركوب .
13859,Please write it down.,عافاك كتبو.,من فضلك دونها كتابة .
13860,Can I move to an empty seat?,يمكن لي ننتقل لمقعد خاوي؟,هل يمكن أن أنتقل إلى مقعد شاغر ؟
13862,I want to send this via general delivery method.,بغيت نصيفط هاد الشي فالبريد العادي.,أريد أن أرسل ذلك بطريقة التوصيل العام .
13863,To consider yourself at home and have a good time.,دير راسك بحال اللي فدارك واستمتع بوقتك.,لتعتبر نفسك ببيتك وتقضي وقتا طيبا .
13864,I'm gay.,أنا من المثليين.,أنا مثلي .
13866,I want an electric shaver. please .,بغيت ماكينة كهربائية دلحسانة، عافاك.,أريد آلة حلاقة كهربائية . من فضلك .
13867,Attractive decor?,ديكور واعر؟,ديكور جذاب ؟
13868,Is this your first visit to our country?,واش هادي أول زيارة ليك لبلادنا؟,هل هذه أول زيارة لك إلى بلدنا ؟
13869,"Show me your photo ID, please.",عافاك وريني صورة من بطاقة الهوية ديالك.,أرني بطاقتك الشخصية المصورة ، من فضلك .
13870,Flight One Zero One to Narita was confirmed on June 10.,رحلة الطيران واحد زيرو واحد لناريتا، غادي تنطلق فعشرة يونيو، راه تم التأكيد.,تأكد قيام الرحلة الجوية رقم واحد صفر واحد إلى ناريتا في العاشر من يونيو .
13871,"One hundred and twenty dollars per night, excluding tax.",مية وعشرين دولار لليلة، داخلة فيها الضريبة.,مائة وعشرون دولارً لليلة الواحدة ، ما عدا الضريبة .
13872,Is this warranty valid in Japan?,واش هاد الضمانة دايزة فاليابان؟,هل هذا الضمان صالح في اليابان ؟
13876,Must go with?,خاصها تمشي معه؟,لا بد أن تذهب مع ؟
13877,I have this box of fruit. It's a gift.,عندي هاد الصندوق ديال الفواكه، راه هدية.,معي صندوق الفاكهة هذا . إنه هدية .
13878,When does the last train leave?,وقتاش آخر قطار؟,متى يقوم آخر قطار ؟
13879,I won't buy it. I can find it much cheaper elsewhere.,مابغيتش نشريه. يمكن لي نلقى ما ارخص منو فمحل آخر.,لن أشتريه . أستطيع العثور على ارخص منه بكثير في محل آخر .
